MACRO_REGION,REGION,COUNTRY,IWP PROGRAM,YEAR,FAMILY NAME,GIVEN NAME
Africa,Western Africa,Ghana,Fall Residency,,ANYIDOHO,Kofi
The Americas,South America,Chile,Fall Residency,,CARRASCO,German
The Americas,South America,Brazil,Fall Residency,,CARVALHO,Bernardo 
The Americas,South America,Argentina,Fall Residency,,CASAS,Fabian 
Europe,Eastern Europe,Moldova,Fall Residency,,GARNET,Vasile 
Europe,Eastern Europe,USSR,Fall Residency,,GOSTEVA,Anastasiya 
Asia,Eastern Asia,South Korea,Fall Residency,,HAN,Kang
Europe,Western Europe,France,Fall Residency,,KOLAKOWSKA,Agnieska
Europe,Eastern Europe,USSR,Fall Residency,,MUKHINA,Olga 
Asia,Western Asia,Turkey,Fall Residency,,SAYRON,Erendiz Atasu 
Asia,Western Asia,Israel,Fall Residency,,SHUKAIR,Mahmoud
Europe,Northern Europe,Lithuania,Fall Residency,,SUČYLAITĖ,Jūratė 
Asia,South-eastern Asia,Burma/Myanmar,Fall Residency,,U PE MYINT,U Pe Myint
Africa,Eastern Africa,Uganda,Fall Residency,,WANGUSA,Ayeta Anne 
Europe,Western Europe,Switzerland,Fall Residency,,ZOPFI,Emil 
Europe,Eastern Europe,Poland,Fall Residency,1966,ELEKTOROWICZ,Leszek 
Asia,Eastern Asia,Japan,Fall Residency,1966,KURAHASHI,Yumiko 
Asia,South-eastern Asia,Philippines,Fall Residency,1967,AFABLE,Fernando  
Europe,Western Europe,Germany,Fall Residency,1967,BUCH,Hans Christoph  
Asia,Eastern Asia,Hong Kong,Fall Residency,1967,DAI,Shing Yee
Asia,South-central Asia,India,Fall Residency,1967,GHOSH,Sankha
Europe,Western Europe,France,Fall Residency,1967,NICOLE,Eugene
Asia,South-eastern Asia,Philippines,Fall Residency,1967,NOLLEDO,Wilfrido  D. 
Asia,Eastern Asia,Japan,Fall Residency,1967,RYUICHI,Tamura 
Asia,South-central Asia,Iran,Fall Residency,1967,SAFFARZADEH,Tahereh 
Africa,Western Africa,Liberia,Fall Residency,1967,SANKAWULO,Wilton 
Asia,Eastern Asia,Japan,Fall Residency,1967,TAUCHI,Hatsuyoshi   
Asia,Eastern Asia,Taiwan,Fall Residency,1967,WANG,Ching-Lin 
Asia,South-eastern Asia,Singapore,Fall Residency,1967,WONG,May 
Africa,Eastern Africa,Ethiopia,Fall Residency,1967,WORKU,Daniachew
The Americas,South America,Argentina,Fall Residency,1967,CRANWELL,Elizabeth Azcona   
The Americas,South America,Argentina,Fall Residency,1968,CRANWELL,Elizabeth Azcona   
Asia,Eastern Asia,Japan,Fall Residency,1967,YUMIKO,Tsumura  
Asia,Eastern Asia,Japan,Fall Residency,1968,YUMIKO,Tsumura  
Europe,Eastern Europe,Poland,Fall Residency,1967,BIENKOWSKI,Zbiegniew 
Europe,Eastern Europe,Poland,Fall Residency,1968,BIENKOWSKI,Zbiegniew 
Europe,Eastern Europe,Poland,Fall Residency,1969,BIENKOWSKI,Zbiegniew 
Asia,South-eastern Asia,Cambodia,Fall Residency,1967,OEUR,U. Sam 
Asia,South-eastern Asia,Cambodia,Fall Residency,1992,OEUR,U. Sam 
The Americas,South America,Colombia,Fall Residency,1968,ARBELÁEZ,Fernando
Asia,South-eastern Asia,Philippines,Fall Residency,1968,BAUTISTA,Cirilo F.  
Europe,Western Europe,Belgium,Fall Residency,1968,DE VREE,Freddy 
Asia,Western Asia,Turkey,Fall Residency,1968,ERDURAN,Refik 
The Americas,North America,United States,Fall Residency,1968,EVANS,"Emmery, Jr. "
Europe,Southern Europe,Portugal,Fall Residency,1968,FARIA,Benigno Almeida  
Europe,Western Europe,France,Fall Residency,1968,FESSAGUET,Claude
Asia,South-eastern Asia,Philippines,Fall Residency,1968,GO,Mary Ching  
Europe,Northern Europe,Sweden,Fall Residency,1968,HARDING,Gunnar   
Europe,Eastern Europe,Romania,Fall Residency,1968,IVASIUC,Alexandru 
The Americas,Central America,Panama,Fall Residency,1968,JARAMILLO-LEVI,Enrique 
Europe,Southern Europe,Yugoslavia,Fall Residency,1968,MAJDAK,Zvonimir  
Europe,Southern Europe,Yugoslavia,Fall Residency,1968,OGEN,Mart   
The Americas,North America,United States,Fall Residency,1968,ORTIZ,Simón J.   
Africa,Eastern Africa,Tanzania,Fall Residency,1968,PALANGYO,Peter K. 
The Americas,South America,Chile,Fall Residency,1968,PALAZUELOS,Juan-Agustin
The Americas,Central America,Mexico,Fall Residency,1968,SAINZ,Gustavo Sainz  
The Americas,South America,Brazil,Fall Residency,1968,SANT'ANNA,Affonso Romano De
Europe,Northern Europe,Ireland,Fall Residency,1968,SMITH,Sydney Bernard
Asia,South-central Asia,Sri Lanka,Fall Residency,1968,SURAWEERA,Victor  
Europe,Eastern Europe,Poland,Fall Residency,1968,SZCZEPANSKI,Jan Jozef  
The Americas,South America,Argentina,Fall Residency,1968,TASCA,Susana  
The Americas,South America,Argentina,Fall Residency,1968,VEIRAVÉ,Alfredo  
The Americas,South America,Brazil,Fall Residency,1968,VILELA,Luiz   
Asia,Eastern Asia,Hong Kong,Fall Residency,1968,WAN,Kin-Lau
Asia,Eastern Asia,Taiwan,Fall Residency,1968,YANG,Robert
Asia,Western Asia,Israel,Fall Residency,1968,YEHOSHUA,Avraham B.
Asia,Eastern Asia,Taiwan,Fall Residency,1968,CHENG,Wen-Tao
Asia,Eastern Asia,Taiwan,Fall Residency,1969,CHENG,Wen-Tao
Asia,Eastern Asia,Taiwan,Fall Residency,1971,CHENG,Wen-Tao
The Americas,South America,Chile,Fall Residency,1968,DONOSO,José   
The Americas,South America,Chile,Fall Residency,1991,DONOSO,José   
The Americas,South America,Brazil,Fall Residency,1969,BELL,Lindolf 
Europe,Western Europe,Germany,Fall Residency,1969,BORN,Nicolas
Asia,South-eastern Asia,Philippines,Fall Residency,1969,CASTILLO,Erwin  
The Americas,South America,Brazil,Fall Residency,1969,CHAGAS,Luis Carlos Dolabela  
The Americas,South America,Chile,Fall Residency,1969,CORTINEZ,Carlos  
The Americas,South America,Venezuela,Fall Residency,1969,MADRID,Antonieta Arietti  
Asia,Eastern Asia,Japan,Fall Residency,1969,MIYAMOTO,Yokichi 
The Americas,Central America,Costa Rica,Fall Residency,1969,NARANJO,Carmen
Europe,Southern Europe,Yugoslavia,Fall Residency,1969,OLUJC,Grozdana 
Africa,Eastern Africa,Uganda,Fall Residency,1969,P'BITEK,Okot 
The Americas,South America,Venezuela,Fall Residency,1969,SÁNCHEZ PELÁEZ,Juan 
Asia,Western Asia,Israel,Fall Residency,1969,SENED,Alexander 
Europe,Eastern Europe,Poland,Fall Residency,1969,STRYJKOWSKI,Julian   
The Americas,South America,Argentina,Fall Residency,1969,VALENZUELA,Luisa  
The Americas,Central America,Mexico,Fall Residency,1969,DEL PASO,Fernando 
The Americas,Central America,Mexico,Fall Residency,1970,DEL PASO,Fernando 
Europe,Western Europe,France,Fall Residency,1969,DELAHAYE,Alain
Europe,Western Europe,France,Fall Residency,1970,DELAHAYE,Alain
Asia,Eastern Asia,Taiwan,Fall Residency,1969,LO,Yen 
Asia,Eastern Asia,Taiwan,Fall Residency,1970,LO,Yen 
Asia,Eastern Asia,Taiwan,Fall Residency,1971,LO,Yen 
The Americas,South America,Peru,Fall Residency,1969,BELLI,Carlos Germán  
The Americas,South America,Peru,Fall Residency,1977,BELLI,Carlos Germán  
Asia,Eastern Asia,Japan,Fall Residency,1969,ODA,Motoi
Asia,Eastern Asia,Japan,Fall Residency,1984,ODA,Motoi
Africa,Western Africa,Ghana,Fall Residency,1970,ABRUQUAH,Joseph W.
Europe,Eastern Europe,Hungary,Fall Residency,1970,BÁTKI,John 
Europe,Northern Europe,Sweden,Fall Residency,1970,BECKMAN,Erik  
Europe,Eastern Europe,Poland,Fall Residency,1970,BRYLL,Ernest  
Europe,Eastern Europe,Romania,Fall Residency,1970,BUZEA,Constanta 
Asia,Western Asia,Israel,Fall Residency,1970,DOR,Moshe
Asia,South-eastern Asia,Philippines,Fall Residency,1970,GUILLERMO,"Gelacio Y., Jr.  "
Asia,Eastern Asia,South Korea,Fall Residency,1970,HWANG,Tong-Gyu
Asia,Eastern Asia,Japan,Fall Residency,1970,KAWACHI,Kaco
The Americas,North America,United States,Fall Residency,1970,KIZILOS,Apostolos  
Asia,Eastern Asia,Hong Kong,Fall Residency,1970,KOO,Siu-Sun
Europe,Southern Europe,Yugoslavia,Fall Residency,1970,KOZAK,Primoz 
Asia,South-eastern Asia,Vietnam,Fall Residency,1970,LAN THI NHAN,Nguyen 
The Americas,South America,Argentina,Fall Residency,1970,LIBERTELLA,Héctor 
Asia,Eastern Asia,Taiwan,Fall Residency,1970,LIN,Hwai-Min
Europe,Eastern Europe,Czechoslovakia,Fall Residency,1970,LUSTIG,Arnost
The Americas,South America,Chile,Fall Residency,1970,MORAND,Carlos  
Europe,Eastern Europe,Romania,Fall Residency,1970,MUNTEANU,Aurel Dragos 
Europe,Eastern Europe,Poland,Fall Residency,1970,NOWAKOWSKI,Marek 
Europe,Eastern Europe,Romania,Fall Residency,1970,PAUNESCU,Adrian 
Asia,South-eastern Asia,Indonesia,Fall Residency,1970,POYK,Gerson
The Americas,South America,Brazil,Fall Residency,1970,SANT' ANNA,Sergio
Asia,South-eastern Asia,Indonesia,Fall Residency,1970,SIREGAR,Sori
The Americas,South America,Colombia,Fall Residency,1970,SUESCUN,Nicolás
Europe,Eastern Europe,Hungary,Fall Residency,1970,SZÁSZ,Imre
Asia,South-central Asia,India,Fall Residency,1970,VARMA,Shrikant
Asia,South-central Asia,India,Fall Residency,1979,VARMA,Shrikant
Europe,Eastern Europe,Poland,Fall Residency,1970,GLOWACKI,Janusz   
Europe,Eastern Europe,Poland,Fall Residency,1982,GLOWACKI,Janusz   
Europe,Eastern Europe,Poland,Fall Residency,1987,GLOWACKI,Janusz   
Europe,Eastern Europe,Poland,Fall Residency,1986,HARTWIG,Julia 
Europe,Eastern Europe,Poland,Fall Residency,1970,HARTWIG,Julia 
Europe,Eastern Europe,Poland,Fall Residency,1986,MIEDZYRZECKI,Artur  
Europe,Eastern Europe,Poland,Fall Residency,1970,MIEDZYRZECKI,Artur  
Africa,Western Africa,Nigeria,Fall Residency,1971,AWODOYE,Daniel 
Europe,Eastern Europe,Romania,Fall Residency,1971,BANULESCU,Stefan  
Asia,Western Asia,Israel,Fall Residency,1971,ELDAN,Anadad
The Americas,South America,Argentina,Fall Residency,1971,FUTORANSKY,Luisa   
The Americas,South America,Chile,Fall Residency,1971,HAHN,Oscar 
Europe,Eastern Europe,Hungary,Fall Residency,1971,KARINTHY,Ferenc
Europe,Northern Europe,United Kingdom,Fall Residency,1971,MACGREGOR-HASTIE,Roy
Asia,South-central Asia,India,Fall Residency,1971,MEHROTRA,Arvind Krishna
The Americas,South America,Brazil,Fall Residency,1971,NAUD,Jose Santiago 
Asia,Eastern Asia,Japan,Fall Residency,1971,OSADA,Hiroshi 
Europe,Southern Europe,Slovenia,Fall Residency,1971,SALAMUN,Tomaz  
Europe,Eastern Europe,Poland,Fall Residency,1971,SKWARNICKI,Marek 
Europe,Eastern Europe,Romania,Fall Residency,1971,SORESCU *,Marin 
Asia,Eastern Asia,South Korea,Fall Residency,1971,SUNG,Chan-Kyung
Asia,Eastern Asia,Taiwan,Fall Residency,1971,YAO,Kung-Wei
Asia,Eastern Asia,Japan,Fall Residency,1971,YOSHIMASU,Gozo 
Asia,Eastern Asia,Japan,Fall Residency,1978,YOSHIMASU,Gozo 
Asia,Eastern Asia,Japan,Fall Residency,1987,YOSHIMASU,Gozo 
Asia,Eastern Asia,Japan,Fall Residency,2004,YOSHIMASU,Gozo 
Asia,South-eastern Asia,Indonesia,Fall Residency,1991,ISMAIL,Taufiq
Asia,South-eastern Asia,Indonesia,Fall Residency,1971,ISMAIL,Taufiq
Europe,Eastern Europe,Romania,Fall Residency,1972,BALTAG,Cezar   
Africa,Eastern Africa,Ethiopia,Fall Residency,1972,DERESSA,Solomon
Europe,Southern Europe,Yugoslavia,Fall Residency,1972,GJUZEL,Bogomil  
Asia,South-eastern Asia,Indonesia,Fall Residency,1972,HURIP,Satyagraha
Asia,Eastern Asia,Japan,Fall Residency,1972,KIJIMA,Hajime
Europe,Eastern Europe,Poland,Fall Residency,1972,KIJOWSKI,Andrzej 
Europe,Eastern Europe,Romania,Fall Residency,1972,LATZINA,Anemone  
Europe,Western Europe,Netherlands,Fall Residency,1972,LÓPEZ,Esteban  
Asia,South-eastern Asia,Indonesia,Fall Residency,1972,NOER,Arifin 
Europe,Eastern Europe,Hungary,Fall Residency,1972,ORAVECZ,Imre 
Europe,Eastern Europe,Poland,Fall Residency,1972,PROKOP,Jan 
The Americas,South America,Brazil,Fall Residency,1972,RIBEIRO,Jõao Ubaldo
Europe,Eastern Europe,Hungary,Fall Residency,1972,SZABÓ,Magda
Europe,Eastern Europe,Romania,Fall Residency,1972,SZÁSZ,János  
Europe,Southern Europe,Greece,Fall Residency,1972,TAKTSIS,Costas
Asia,Eastern Asia,Taiwan,Fall Residency,1972,WANG,Timothy Tsen-Ho
Europe,Northern Europe,United Kingdom,Fall Residency,1972,WEISSBORT,Daniel
Africa,Western Africa,Nigeria,Fall Residency,1972,WONODI,Chief Okogbule  
The Americas,South America,Argentina,Fall Residency,1973,BECKFORD,Ricardo Rey  
The Americas,South America,Argentina,Fall Residency,1972,BECKFORD,Ricardo Rey  
Africa,Western Africa,Nigeria,Fall Residency,1973,AMADI,Elechi  
Europe,Southern Europe,Greece,Fall Residency,1973,AMPATZOGLOU,Petros
Asia,South-central Asia,India,Fall Residency,1973,ASHOKAMITRAN,J. Thyagarajan
Europe,Eastern Europe,Romania,Fall Residency,1973,BLANDIANA,Ana 
Europe,Eastern Europe,Poland,Fall Residency,1973,BRAUN,Andrzej  
The Americas,South America,Peru,Fall Residency,1973,BRAVO,José Antonio  
Asia,Eastern Asia,Hong Kong,Fall Residency,1973,CHEUNG,Dominic
Asia,Eastern Asia,South Korea,Fall Residency,1973,CHOE,In-Hoon 
The Americas,South America,Brazil,Fall Residency,1973,COSTA,Flavio Moreira
The Americas,South America,Chile,Fall Residency,1973,DOMINGUEZ,Luis  
Europe,Eastern Europe,Hungary,Fall Residency,1973,GERGELY,Ágnes
Africa,Eastern Africa,Ethiopia,Fall Residency,1973,GUBEGNA,Abbie 
Asia,South-eastern Asia,Indonesia,Fall Residency,1973,HADI,Abdul 
Europe,Northern Europe,United Kingdom,Fall Residency,1973,HOWELL,Anthony
Europe,Eastern Europe,Poland,Fall Residency,1973,KARPOWICZ,Tymoteusz  
Europe,Eastern Europe,Poland,Fall Residency,1973,LAPINSKI,Zdzislaw   
Asia,South-eastern Asia,Philippines,Fall Residency,1973,MORENO,Virginia R.  
Africa,Eastern Africa,Uganda,Fall Residency,1973,NAZARETH,Peter   
Europe,Eastern Europe,Romania,Fall Residency,1973,POPESCU,Petru  
The Americas,South America,Argentina,Fall Residency,1973,RAWSON,Alicia Dellapiane  
Europe,Eastern Europe,Romania,Fall Residency,1973,RUSAN,Romulus  
Asia,Eastern Asia,Japan,Fall Residency,1973,SHIRAISHI,Kazuko  
The Americas,South America,Ecuador,Fall Residency,1973,VANEGAS,Teodoro  
The Americas,South America,Brazil,Fall Residency,1973,VENTURA,Adao   
Asia,Eastern Asia,Taiwan,Fall Residency,1973,YU,Tien-T'Sung
Europe,Southern Europe,Greece,Fall Residency,1974,ANGELAKE-ROUK,Katerina
Asia,South-eastern Asia,Indonesia,Fall Residency,1974,BACHRI,Sutardji Calzoum 
Asia,South-central Asia,Iran,Fall Residency,1974,BARAHENI,Reza  
The Americas,South America,Chile,Fall Residency,1974,CORREA,Hugo 
Africa,Western Africa,Nigeria,Fall Residency,1974,EKWENSI,Cyprian  
The Americas,Central America,Honduras,Fall Residency,1974,ESCOTO,Julio
The Americas,South America,Colombia,Fall Residency,1974,GONZALEZ,Alejandro 
The Americas,Caribbean,Barbados,Fall Residency,1974,HINKSON,Anthony   
Asia,Eastern Asia,Taiwan,Fall Residency,1974,HU,Mei-Tze
Asia,South-eastern Asia,Malaysia,Fall Residency,1974,IBRAHIM,Abdul Ghafar
Asia,Western Asia,Israel,Fall Residency,1974,KHATIB,Samira
The Americas,South America,Brazil,Fall Residency,1974,MOISES,Carlos Felipe 
Africa,Southern Africa,South Africa,Fall Residency,1974,MTSHALI,Oswald  
Africa,Western Africa,Nigeria,Fall Residency,1974,OMOTOSO,Kole   
Europe,Eastern Europe,Poland,Fall Residency,1974,PRZEZDZIECKI,Jerzy 
The Americas,Central America,Panama,Fall Residency,1974,SÁNCHEZ,Guillermo 
Europe,Eastern Europe,Poland,Fall Residency,1974,SPRUSINSKI,Michal 
Asia,Eastern Asia,Hong Kong,Fall Residency,1974,YUEN,Stewart
The Americas,South America,Argentina,Fall Residency,1975,BLASI,Alberto O.  
The Americas,South America,Argentina,Fall Residency,1974,BLASI,Alberto O.  
Asia,South-eastern Asia,Indonesia,Fall Residency,1974,WIDJAYA,Putu 
Asia,South-eastern Asia,Indonesia,Fall Residency,1976,WIDJAYA,Putu 
Asia,South-central Asia,India,Fall Residency,1974,MURTHY,U.R. Anantha
Asia,South-central Asia,India,Fall Residency,1986,MURTHY,U.R. Anantha
Asia,South-eastern Asia,Indonesia,Fall Residency,1975,AKHUDIAT, 
Asia,Eastern Asia,Japan,Fall Residency,1975,ATSUMI,Ikuko
Europe,Eastern Europe,Bulgaria,Fall Residency,1975,BOZHILOV,Bozhidar 
Asia,South-central Asia,India,Fall Residency,1975,CHITRE,Dilip
Africa,Southern Africa,South Africa,Fall Residency,1975,CLARKE,Peter   
Europe,Eastern Europe,Hungary,Fall Residency,1975,CSAPLÁR,Vilmos
Europe,Southern Europe,Greece,Fall Residency,1975,DENEGRIS,Anastassios G.
The Americas,Central America,Costa Rica,Fall Residency,1975,HURTADO,Gerardo César
Europe,Southern Europe,Yugoslavia,Fall Residency,1975,IMAMOVIC,Ahmed Muhamed 
The Americas,North America,United States,Fall Residency,1975,IRAMAIN,Leonardo  
Europe,Western Europe,France,Fall Residency,1975,KEINEG,Paol 
Europe,Eastern Europe,Poland,Fall Residency,1975,KUBIAK,Zygmunt 
Europe,Eastern Europe,Poland,Fall Residency,1975,LIPSKA,Ewa  
Africa,Eastern Africa,Kenya,Fall Residency,1975,MWANGI,Meja  
The Americas,Central America,Mexico,Fall Residency,1975,OJEDA,Jorge Arturo  
Europe,Western Europe,Germany,Fall Residency,1975,POSS,Alf 
The Americas,South America,Brazil,Fall Residency,1975,REIS,Roberto 
The Americas,South America,Argentina,Fall Residency,1975,IRAMAIN,Leonardo  
The Americas,South America,Argentina,Fall Residency,1978,IRAMAIN,Leonardo  
Europe,Northern Europe,United Kingdom,Fall Residency,1975,JAY,Peter
Europe,Northern Europe,United Kingdom,Fall Residency,1982,JAY,Peter
Asia,South-eastern Asia,Indonesia,Fall Residency,1976,AGUSTA,Leon 
Asia,South-central Asia,Bangladesh,Fall Residency,1976,AHMED-UD-DIN ,Feroz 
Oceania,Oceania,Papua New Guinea,Fall Residency,1976,CHAKRAVARTHY,Prithvindra
Asia,South-eastern Asia,Indonesia,Fall Residency,1976,DANARTO,
Africa,Western Africa,Nigeria,Fall Residency,1976,EGBUNA,Obi  
Asia,Western Asia,Turkey,Fall Residency,1976,ERAY,Nazli B.  
Asia,Eastern Asia,Hong Kong,Fall Residency,1976,HO,Ta
The Americas,Central America,Mexico,Fall Residency,1976,IBARGUENGOITIA,Jorge 
Europe,Northern Europe,Iceland,Fall Residency,1976,MAGNUSSON,Sigurdur A. 
Asia,South-central Asia,India,Fall Residency,1976,MAHAPATRA,Jayanta
Europe,Eastern Europe,Hungary,Fall Residency,1976,ORBÁN,Ottó 
Europe,Southern Europe,Yugoslavia,Fall Residency,1976,PREDIC,Vladimir V.  
The Americas,South America,Peru,Fall Residency,1976,RIVERA,Jorge Edgardo  
The Americas,South America,Colombia,Fall Residency,1976,RUÍZ,Darío Gómez
Europe,Eastern Europe,Poland,Fall Residency,1976,SADKOWSKI,Waclaw  
Asia,Eastern Asia,Japan,Fall Residency,1976,SAKAGAMI,Hiroshi 
Africa,Northern Africa,Egypt,Fall Residency,1976,SHALASH,Ali
Europe,Southern Europe,Greece,Fall Residency,1976,VALTINOS,Thanassis
Europe,Western Europe,Germany,Fall Residency,1976,VIEBAHN,Fred 
The Americas,South America,Argentina,Fall Residency,1976,VILLORDO,Oscar Hermes   
The Americas,Central America,Mexico,Fall Residency,1977,AGUSTÍN RAMÍREZ,José 
Asia,Western Asia,Palestinian Territories,Fall Residency,1977,AQEL,Abdul Latif  
Asia,South-eastern Asia,Philippines,Fall Residency,1977,AVENA,Mauro  
Africa,Northern Africa,Egypt,Fall Residency,1977,BADAWI,Mohamed Fouad  
Europe,Eastern Europe,Romania,Fall Residency,1977,BREBAN,Nicolae 
Europe,Southern Europe,Yugoslavia,Fall Residency,1977,DIMIC,Momcilo   
Asia,South-eastern Asia,Indonesia,Fall Residency,1977,HADI,Wisran 
Africa,Southern Africa,Botswana,Fall Residency,1977,HEAD,Bessie 
Africa,Eastern Africa,Uganda,Fall Residency,1977,IMBUYA,Henry 
Asia,South-central Asia,Afghanistan,Fall Residency,1977,JONAID ,Lutfurahman   
Asia,South-central Asia,India,Fall Residency,1977,JUSSAWALLA,Adil
Oceania,Oceania,Papua New Guinea,Fall Residency,1977,LAHUI,Jack  
Asia,South-central Asia,Sri Lanka,Fall Residency,1977,PATHY,Kailasa
Europe,Eastern Europe,Romania,Fall Residency,1977,RAU,Aurel  
Asia,South-eastern Asia,Philippines,Fall Residency,1977,ROSCA,Ninotchka  
Asia,South-eastern Asia,Indonesia,Fall Residency,1977,SRIWIDODO,Rayani
Europe,Northern Europe,Denmark,Fall Residency,1977,STORM,Jannick 
Europe,Eastern Europe,Hungary,Fall Residency,1977,SÜKÖSD,Mihály
Asia,Western Asia,Israel,Fall Residency,1977,TELPAZ,Gideon 
Asia,South-central Asia,India,Fall Residency,1977,VERMA,Nirmal
Asia,South-eastern Asia,Malaysia,Fall Residency,1977,WAHAB,Abdul  
Asia,Eastern Asia,Hong Kong,Fall Residency,1977,WONG,Sum-Chuen
Asia,South-eastern Asia,Singapore,Fall Residency,1986,THUMBOO,Edwin   
Asia,South-eastern Asia,Singapore,Fall Residency,1977,THUMBOO,Edwin   
The Americas,South America,Argentina,Fall Residency,1977,ESTEVE,Patricio   
The Americas,South America,Argentina,Fall Residency,1987,ESTEVE,Patricio   
Africa,Middle Africa,Cameroon,Fall Residency,1978,ALIMA,Ernest 
The Americas,South America,Peru,Fall Residency,1978,CATERIANO,Pedro  
Asia,Eastern Asia,Hong Kong,Fall Residency,1978,CHAN,Huen-Man
Asia,Eastern Asia,Taiwan,Fall Residency,1978,CHEN,Shun-Sian (Tung Nien)
Asia,Eastern Asia,Taiwan,Fall Residency,1978,CHIN,Sung
The Americas,South America,Brazil,Fall Residency,1978,COUTINHO,J. Edilberto 
Europe,Western Europe,France,Fall Residency,1978,DENIS,Philippe
Asia,South-central Asia,Iran,Fall Residency,1978,GOLSHIRI,Houshang 
Europe,Western Europe,Germany,Fall Residency,1978,HERMS,Uwe
Europe,Eastern Europe,Poland,Fall Residency,1978,JECZMYK,Lech 
Europe,Eastern Europe,Bulgaria,Fall Residency,1978,KEHLIBAREVA,Nadia  
Asia,Western Asia,Palestinian Territories,Fall Residency,1978,KHALIFEH,Sahar  
Asia,Eastern Asia,South Korea,Fall Residency,1978,KIM,Yoon-Shik
Africa,Southern Africa,Botswana,Fall Residency,1978,MALIKONGWA,Albert   
Europe,Northern Europe,Ireland,Fall Residency,1978,MCCARTHY,Thomas
Europe,Southern Europe,Greece,Fall Residency,1978,NOLLAS,Dimitri
Africa,Western Africa,Ghana,Fall Residency,1978,OKAI,Atukwei
Europe,Western Europe,Germany,Fall Residency,1978,PANITZ,Eberhard  
Asia,South-central Asia,India,Fall Residency,1978,PARTHASARATHY,Rajagopal
The Americas,South America,Argentina,Fall Residency,1978,REAL,Juan Carlos Real *
Asia,South-eastern Asia,Indonesia,Fall Residency,1978,RIANTIARNO,N.
Europe,Eastern Europe,Poland,Fall Residency,1978,SZYPULSKI,Andrzej  
Africa,Southern Africa,South Africa,Fall Residency,1978,TLALI,Miriam  
Europe,Eastern Europe,Romania,Fall Residency,1978,TOIU,Constantin 
Europe,Eastern Europe,Hungary,Fall Residency,1978,TORNAI,József 
Asia,South-eastern Asia,Thailand,Fall Residency,1978,UMAVIJANI,Montri  
Europe,Western Europe,Netherlands,Fall Residency,1978,VERHAGEN,Hans 
Asia,South-eastern Asia,Singapore,Fall Residency,1978,YEO,Robert
Asia,Eastern Asia,Japan,Fall Residency,1978,YOSHIHARA,Sachiko  
Asia,South-eastern Asia,Philippines,Fall Residency,1978,YUSON,Alfred   
Asia,South-eastern Asia,Indonesia,Fall Residency,1979,ATMOWILOTO,Arswendo
Asia,Eastern Asia,China,Fall Residency,1979,BI,Shuowang
Africa,Northern Africa,Egypt,Fall Residency,1979,BISHAI,Nadia 
Europe,Northern Europe,Ireland,Fall Residency,1979,BOLAND,Eavan
Europe,Northern Europe,Ireland,Fall Residency,1979,CASEY,Kevin 
Asia,Eastern Asia,Hong Kong,Fall Residency,1979,CHAN,Joyce
Africa,Western Africa,Liberia,Fall Residency,1979,CORDOR,Henry 
Africa,Southern Africa,South Africa,Fall Residency,1979,DIKE,Fatima   
Asia,Western Asia,Turkey,Fall Residency,1979,ERBIL,Leyla  
Europe,Eastern Europe,Hungary,Fall Residency,1979,HARASZTI,Miklós 
Europe,Southern Europe,Greece,Fall Residency,1979,HIONIS,Argyris 
Asia,South-central Asia,India,Fall Residency,1979,HYDER,Qurratulain
Europe,Southern Europe,Yugoslavia,Fall Residency,1979,JOVANOVSKI,Meto
Asia,Eastern Asia,Taiwan,Fall Residency,1979,KAO,Chun
Europe,Western Europe,Germany,Fall Residency,1979,KOHLHAASE,Wolfgang
Asia,South-eastern Asia,Philippines,Fall Residency,1979,LACABA,Jose F.  
Europe,Eastern Europe,Hungary,Fall Residency,1979,LENGYEL,Balázs
